"COMIDv2_JR","lat","lon","samp_year","STATE_AB","obs_spec","HU4_ZoneID","HU8_ZoneID","HU12_ZoneID","exp_rich","StreamOrde","order_class","samp_length","width.x","width.y","width","area"
2455786,43.82779552,-91.04723061,2001,"WI",2,"HU4_55","HU8_376","HU12_10339",2,3,"MID",300,NA,2.7,2.7,0.00081
2455818,43.8190716,-91.00591,2001,"WI",4,"HU4_55","HU8_376","HU12_10339",4,2,"HW",300,NA,NA,NA,NA
2455854,43.8207526,-91.0891421,2004,"WI",2,"HU4_55","HU8_376","HU12_10339",2,2,"HW",100,NA,NA,NA,NA
2644408,45.78583845,-92.62971438,2001,"WI",18,"HU4_29","HU8_350","HU12_11521",18.663,4,"MID",NA,NA,8.6,8.6,NA
2644866,45.58351936,-92.76789784,2001,"WI",21,"HU4_29","HU8_350","HU12_11526",33.187,4,"MID",NA,NA,13.85,13.85,NA
2645410,45.81456051,-92.75956694,2004,"WI",25,"HU4_29","HU8_350","HU12_10915",27.493,6,"RIVER",500,NA,227.72,227.72,0.11386
2645614,45.52668805,-92.72771473,2004,"WI",28,"HU4_29","HU8_350","HU12_10917",31.117,6,"RIVER",500,NA,174.13,174.13,0.087065
2648256,45.43608587,-92.45872075,2001,"WI",14,"HU4_29","HU8_350","HU12_11537",14,3,"MID",NA,NA,23.13,23.13,NA
2648622,45.21054476,-92.25389617,2001,"WI",22,"HU4_29","HU8_350","HU12_11547",24.999,3,"MID",284,NA,10.17,10.17,0.00288828
2648748,45.15786177,-92.29854005,2001,"WI",16,"HU4_29","HU8_350","HU12_11549",16.998,3,"MID",241,NA,7.87,7.87,0.00189667
2648888,45.15237762,-92.39548422,2001,"WI",16,"HU4_29","HU8_350","HU12_11549",17.995,3,"MID",396,NA,7.53,7.53,0.00298188
2648894,45.12619766,-92.40122428,2001,"WI",15,"HU4_29","HU8_350","HU12_11550",15,3,"MID",207,NA,5.82,5.82,0.00120474
2648898,45.11857467,-92.42957463,2001,"WI",14,"HU4_29","HU8_350","HU12_11550",15.995,4,"MID",263,NA,10.26,10.26,0.00269838
2648906,45.11881331,-92.35630119,2001,"WI",14,"HU4_29","HU8_350","HU12_11550",14,2,"HW",234,NA,NA,NA,NA
2648916,45.11339335,-92.45440116,2001,"WI",20,"HU4_29","HU8_350","HU12_11553",28.992,4,"MID",483,NA,14.74,14.74,0.00711942
2648924,45.11226191,-92.56649771,2001,"WI",18,"HU4_29","HU8_350","HU12_11553",18.499,4,"MID",522,NA,12.09,12.09,0.00631098
2649016,45.06795887,-92.5843213,2001,"WI",13,"HU4_29","HU8_350","HU12_11552",13.498,2,"HW",180,NA,NA,NA,NA
2649024,45.08204672,-92.59499357,2001,"WI",16,"HU4_29","HU8_350","HU12_11553",16,4,"MID",553,NA,14.27,14.27,0.00789131
2649086,45.0110464,-92.7125536,2001,"WI",23,"HU4_29","HU8_350","HU12_11554",23.5,4,"MID",557,NA,12.23,12.23,0.00681211
2649384,45.35960476,-92.7017074,2004,"WI",23,"HU4_29","HU8_350","HU12_10919",26.993,6,"RIVER",500,NA,140.19,140.19,0.070095
2651538,44.93780324,-92.52607792,2004,"WI",3,"HU4_29","HU8_350","HU12_11558",3,3,"MID",203,5.54,NA,5.54,0.00112462
2651564,44.91721941,-92.51999892,2004,"WI",4,"HU4_29","HU8_350","HU12_11558",4.999,3,"MID",235,6.4,NA,6.4,0.001504
2651598,44.90190282,-92.55895796,2002,"WI",5,"HU4_29","HU8_350","HU12_11558",5.992,4,"MID",NA,NA,7.52,7.52,NA
2651604,44.90116329,-92.48737111,2004,"WI",7,"HU4_29","HU8_350","HU12_11558",7,2,"HW",126,3.6,NA,3.6,0.0004536
2651632,44.890289,-92.5250339,2004,"WI",3,"HU4_29","HU8_350","HU12_11558",3,1,"HW",100,2.76,NA,2.76,0.000276
2651640,44.88871055,-92.62661331,2004,"WI",3,"HU4_29","HU8_350","HU12_11558",3,1,"HW",100,2.75,NA,2.75,0.000275
2651654,44.86975498,-92.62876688,2004,"WI",5,"HU4_29","HU8_350","HU12_11558",5,4,"MID",445,12.72,NA,12.72,0.0056604
2651672,44.85674073,-92.65679847,2004,"WI",3,"HU4_29","HU8_350","HU12_19664",3,1,"HW",100,2.26,NA,2.26,0.000226
2651678,44.84887231,-92.58688394,2004,"WI",3,"HU4_29","HU8_350","HU12_11557",3,2,"HW",100,3.38,NA,3.38,0.000338
2651680,44.8505252,-92.62130852,2004,"WI",9,"HU4_29","HU8_350","HU12_11557",11.992,3,"MID",301,8.6,NA,8.6,0.0025886
2651688,44.84071287,-92.6529975,2004,"WI",10,"HU4_29","HU8_350","HU12_19664",10.25,4,"MID",567,16.2,NA,16.2,0.0091854
2651692,44.83952577,-92.6423272,2004,"WI",2,"HU4_29","HU8_350","HU12_19664",2,2,"HW",119,3.44,NA,3.44,0.00040936
2730142,44.51957472,-91.28029492,2001,"WI",2,"HU4_55","HU8_377","HU12_10318",2,1,"HW",28,NA,NA,NA,NA
2732072,44.4872837,-91.42212757,2001,"WI",4,"HU4_55","HU8_377","HU12_10319",4,3,"MID",28,NA,1.64,1.64,4.592e-05
2732078,44.48381279,-91.36208937,2001,"WI",7,"HU4_55","HU8_377","HU12_10321",7,3,"MID",28,NA,0.95,0.95,2.66e-05
2732106,44.481386,-91.3035905,2001,"WI",7,"HU4_55","HU8_377","HU12_10318",7,2,"HW",40,NA,NA,NA,NA
2732130,44.468405,-91.0746433,2001,"WI",4,"HU4_55","HU8_377","HU12_10308",4,3,"MID",28,NA,2.07,2.07,5.796e-05
2732136,44.47339373,-91.21860151,2001,"WI",5,"HU4_55","HU8_377","HU12_10318",5,1,"HW",28,NA,NA,NA,NA
2732196,44.46055053,-91.26773971,2001,"WI",7,"HU4_55","HU8_377","HU12_10318",7,3,"MID",29,NA,3.58,3.58,0.00010382
2732208,44.45867719,-91.10411438,2001,"WI",8,"HU4_55","HU8_377","HU12_10308",8,3,"MID",59,NA,3.64,3.64,0.00021476
2732218,44.46074999,-91.48100499,2001,"WI",2,"HU4_55","HU8_377","HU12_10320",2,2,"HW",28,NA,NA,NA,NA
2732228,44.4603077,-91.41329856,2001,"WI",6,"HU4_55","HU8_377","HU12_10319",6,4,"MID",46,NA,5.91,5.91,0.00027186
2732232,44.4678312,-91.30743957,2001,"WI",8,"HU4_55","HU8_377","HU12_10318",8,2,"HW",38,NA,NA,NA,NA
2732242,44.4497638,-91.1457036,2001,"WI",5,"HU4_55","HU8_377","HU12_10309",5,3,"MID",45,NA,6.05,6.05,0.00027225
2732288,44.4483578,-91.3163043,2001,"WI",5,"HU4_55","HU8_377","HU12_10321",5,3,"MID",57,NA,7.15,7.15,0.00040755
2732296,44.44819381,-91.48564298,2001,"WI",3,"HU4_55","HU8_377","HU12_10320",3,3,"MID",28,NA,3.28,3.28,9.184e-05
2732316,44.43994472,-91.18450372,2001,"WI",12,"HU4_55","HU8_377","HU12_10309",12,3,"MID",83,NA,4.97,4.97,0.00041251
2732348,44.4489237,-91.36044138,2001,"WI",6,"HU4_55","HU8_377","HU12_10321",6,3,"MID",28,NA,2.45,2.45,6.86e-05
2732372,44.43244053,-91.3666686,2001,"WI",9,"HU4_55","HU8_377","HU12_10321",9,4,"MID",28,NA,12.24,12.24,0.00034272
2732380,44.4318471,-91.3855885,2001,"WI",10,"HU4_55","HU8_377","HU12_10321",10,4,"MID",90,NA,7.69,7.69,0.0006921
2732396,44.43354541,-91.47725699,2001,"WI",5,"HU4_55","HU8_377","HU12_10320",5,3,"MID",29,NA,2.94,2.94,8.526e-05
2732416,44.42361021,-91.11685859,2003,"WI",3,"HU4_55","HU8_377","HU12_10309",3,1,"HW",100,0.73,NA,0.73,7.3e-05
2732456,44.42349731,-91.34931668,2001,"WI",11,"HU4_55","HU8_377","HU12_10321",11,1,"HW",85,NA,NA,NA,NA
2732548,44.40193333,-91.42646799,2001,"WI",12,"HU4_55","HU8_377","HU12_10321",12,5,"MID",149,NA,10.56,10.56,0.00157344
2732550,44.40467171,-91.43830168,2001,"WI",6,"HU4_55","HU8_377","HU12_10320",6,3,"MID",55,NA,5.14,5.14,0.0002827
2733384,44.21201533,-91.56411381,2001,"WI",3,"HU4_55","HU8_377","HU12_10327",3,2,"HW",28,NA,NA,NA,NA
2733404,44.19882741,-91.53848059,2001,"WI",2,"HU4_55","HU8_377","HU12_10327",2,2,"HW",28,NA,NA,NA,NA
2733406,44.2032447,-91.4078858,2001,"WI",6,"HU4_55","HU8_377","HU12_10329",6,1,"HW",28,NA,NA,NA,NA
2733456,44.17210532,-91.40342292,2001,"WI",3,"HU4_55","HU8_377","HU12_10329",3,2,"HW",28,NA,NA,NA,NA
2733466,44.1708317,-91.44611398,2001,"WI",4,"HU4_55","HU8_377","HU12_10329",4,3,"MID",31,NA,1.05,1.05,3.255e-05
2733578,44.1053585,-91.4657729,2001,"WI",9,"HU4_55","HU8_377","HU12_10329",9,3,"MID",53,NA,5.3,5.3,0.0002809
2733748,44.2328888,-91.4994474,2001,"WI",3,"HU4_55","HU8_377","HU12_10327",3,2,"HW",28,NA,NA,NA,NA
2733758,44.1636402,-91.4233012,2001,"WI",5,"HU4_55","HU8_377","HU12_10329",5,2,"HW",32,NA,NA,NA,NA
2733798,44.068276,-91.4879453,2003,"WI",11,"HU4_55","HU8_377","HU12_10329",11.498,3,"MID",186,5,NA,5,0.00093
6800198,44.81455265,-87.98582165,2002,"WI",13,"HU4_32","HU8_166","HU12_13181",13,4,"MID",100,NA,14.86,14.86,0.001486
6801368,44.75697165,-88.27197505,2001,"WI",14,"HU4_32","HU8_166","HU12_13179",18.479,4,"MID",NA,NA,6.85,6.85,NA
6801492,44.70837362,-88.04619633,2002,"WI",16,"HU4_32","HU8_166","HU12_13184",16.993,4,"MID",NA,NA,9.42,9.42,NA
6801616,44.63451406,-88.03516,2002,"WI",13,"HU4_32","HU8_166","HU12_19834",17.459,3,"MID",NA,NA,30.3,30.3,NA
6801640,44.63149901,-88.16480371,2002,"WI",9,"HU4_32","HU8_166","HU12_19834",11.979,3,"MID",NA,NA,9.59,9.59,NA
6801644,44.63265454,-88.19192576,2001,"WI",9,"HU4_32","HU8_166","HU12_19833",9,2,"HW",64,NA,NA,NA,NA
6801742,44.57777688,-88.13130631,2001,"WI",11,"HU4_32","HU8_172","HU12_19849",13.983,2,"HW",126,NA,NA,NA,NA
6801790,44.5530144,-88.11435631,2002,"WI",23,"HU4_32","HU8_172","HU12_19849",25.659,3,"MID",NA,NA,6.37,6.37,NA
6802062,44.82243369,-88.24697595,2001,"WI",18,"HU4_32","HU8_166","HU12_13180",18,3,"MID",63,NA,9.16,9.16,0.00057708
6802166,44.53298085,-88.20174997,2001,"WI",6,"HU4_32","HU8_172","HU12_11854",6,1,"HW",100,NA,NA,NA,NA
6802820,44.47397259,-88.2237783,2001,"WI",12,"HU4_32","HU8_172","HU12_11852",12.499,3,"MID",NA,NA,4.35,4.35,NA
6802898,44.38642019,-88.32468632,2004,"WI",9,"HU4_32","HU8_172","HU12_11851",9,3,"MID",150,NA,8.67,8.67,0.0013005
6802904,44.3960357,-88.28361534,2002,"WI",16,"HU4_32","HU8_172","HU12_11853",16,3,"MID",357,NA,11.28,11.28,0.00402696
6809830,45.1948434,-88.70706477,2004,"WI",8,"HU4_32","HU8_167","HU12_13236",10.981,2,"HW",140,4,NA,4,0.00056
6809940,45.01318103,-88.25616758,2001,"WI",3,"HU4_32","HU8_167","HU12_13250",3,1,"HW",35,NA,NA,NA,NA
6811454,44.98307642,-88.03390991,2002,"WI",15,"HU4_32","HU8_167","HU12_13251",15,4,"MID",455,NA,17.65,17.65,0.00803075
6818570,45.11654313,-87.9005163,2004,"WI",20,"HU4_32","HU8_168","HU12_13291",24.492,3,"MID",546,NA,4.06,4.06,0.00221676
6821048,45.05184556,-88.09581328,2004,"WI",22,"HU4_32","HU8_168","HU12_13291",22,3,"MID",430,NA,19.19,19.19,0.0082517
6843185,45.89244272,-88.79535834,2001,"WI",11,"HU4_32","HU8_163","HU12_13313",11,3,"MID",567,NA,15.52,15.52,0.00879984
6843465,45.68091875,-88.35845968,2004,"WI",2,"HU4_32","HU8_163","HU12_13327",2,1,"HW",80,1.5,NA,1.5,0.00012
6843471,45.68767664,-88.20855635,2004,"WI",7,"HU4_32","HU8_163","HU12_13327",7,1,"HW",80,1.9,NA,1.9,0.000152
6843643,45.55680248,-88.31423266,2004,"WI",2,"HU4_32","HU8_163","HU12_13324",2,1,"HW",100,1.7,NA,1.7,0.00017
6844011,45.9409618,-88.70431111,2001,"WI",9,"HU4_32","HU8_163","HU12_13312",9.998,1,"HW",268,NA,NA,NA,NA
6844069,45.87584893,-88.69782931,2001,"WI",14,"HU4_32","HU8_163","HU12_13313",14,3,"MID",712,NA,17.82,17.82,0.01268784
6844099,45.83671332,-88.35478435,2001,"WI",12,"HU4_32","HU8_163","HU12_13308",12,4,"MID",853,NA,34.53,34.53,0.02945409
6865643,43.68126064,-88.98659996,2002,"WI",5,"HU4_32","HU8_169","HU12_12104",5,1,"HW",NA,NA,NA,NA,NA
6866905,43.89565813,-89.58984882,2001,"WI",7,"HU4_32","HU8_169","HU12_12100",7,1,"HW",259,NA,NA,NA,NA
6866923,43.88929734,-89.48473294,2001,"WI",12,"HU4_32","HU8_169","HU12_12100",12.498,2,"HW",402,NA,NA,NA,NA
6867903,43.67214001,-89.03638971,2002,"WI",4,"HU4_32","HU8_169","HU12_12106",4,1,"HW",NA,NA,NA,NA,NA
6867951,43.59501783,-89.18242262,2004,"WI",5,"HU4_32","HU8_169","HU12_12092",5,2,"HW",108,2.6,NA,2.6,0.0002808
9027871,45.19471242,-88.75200699,2003,"WI",20,"HU4_32","HU8_170","HU12_13199",21.997,5,"MID",NA,NA,44.17,44.17,NA
9033203,44.56992183,-89.1737102,2001,"WI",4,"HU4_32","HU8_170","HU12_11802",4,2,"HW",101,NA,NA,NA,NA
9033213,44.55159173,-89.20732245,2001,"WI",3,"HU4_32","HU8_170","HU12_11802",3,1,"HW",101,NA,NA,NA,NA
9033233,44.53499526,-89.17153841,2001,"WI",9,"HU4_32","HU8_170","HU12_11802",9,3,"MID",165,NA,2.29,2.29,0.00037785
9033245,44.52320016,-89.20955041,2001,"WI",4,"HU4_32","HU8_170","HU12_11802",4,1,"HW",101,NA,NA,NA,NA
9033253,44.50795651,-89.16461681,2001,"WI",5,"HU4_32","HU8_170","HU12_11802",5.998,2,"HW",152,NA,NA,NA,NA
9033255,44.52105759,-89.33740455,2001,"WI",6,"HU4_32","HU8_170","HU12_11813",6,2,"HW",NA,NA,NA,NA,NA
9034279,44.40550897,-88.9296717,2001,"WI",22,"HU4_32","HU8_170","HU12_11805",28.239,4,"MID",742,NA,15.98,15.98,0.01185716
9034397,44.33579349,-88.64439276,2004,"WI",8,"HU4_32","HU8_170","HU12_11800",8.992,2,"HW",150,NA,NA,NA,NA
9036357,44.44828609,-89.14544407,2001,"WI",21,"HU4_32","HU8_170","HU12_11802",26.992,3,"MID",549,NA,12.76,12.76,0.00700524
9036361,44.44070383,-89.04796525,2001,"WI",4,"HU4_32","HU8_170","HU12_11803",4,1,"HW",101,NA,NA,NA,NA
9036365,44.43605999,-89.12285027,2001,"WI",16,"HU4_32","HU8_170","HU12_11804",16,3,"MID",304,NA,12.65,12.65,0.0038456
9036367,44.4343348,-89.16547256,2001,"WI",11,"HU4_32","HU8_170","HU12_11801",12.995,2,"HW",190,NA,NA,NA,NA
9036373,44.42978569,-89.20387664,2001,"WI",5,"HU4_32","HU8_170","HU12_11801",5,2,"HW",128,NA,NA,NA,NA
9036395,44.4158645,-89.06662182,2001,"WI",18,"HU4_32","HU8_170","HU12_11804",23.98,3,"MID",400,NA,14.68,14.68,0.005872
9036403,44.39675901,-89.29694516,2002,"WI",10,"HU4_32","HU8_170","HU12_11812",10.989,2,"HW",NA,NA,NA,NA,NA
9036541,44.28954238,-89.16637888,2002,"WI",4,"HU4_32","HU8_170","HU12_11816",4,2,"HW",NA,NA,NA,NA,NA
9036719,44.47013872,-89.08042765,2001,"WI",2,"HU4_32","HU8_170","HU12_11803",2,1,"HW",101,NA,NA,NA,NA
9036723,44.47266155,-89.01542712,2001,"WI",10,"HU4_32","HU8_170","HU12_11803",10,2,"HW",143,NA,NA,NA,NA
9036725,44.45918517,-89.19929146,2001,"WI",6,"HU4_32","HU8_170","HU12_11801",6,1,"HW",101,NA,NA,NA,NA
12005305,44.4962288,-87.88998777,2001,"WI",11,"HU4_32","HU8_172","HU12_11862",11,1,"HW",109,NA,NA,NA,NA
12005315,44.45220197,-87.98075014,2004,"WI",8,"HU4_32","HU8_172","HU12_11861",8,3,"MID",150,NA,4.41,4.41,0.0006615
12005891,44.41635917,-88.12300628,2004,"WI",6,"HU4_32","HU8_172","HU12_11866",6,2,"HW",150,NA,NA,NA,NA
12006333,44.26472573,-88.30538441,2004,"WI",7,"HU4_32","HU8_172","HU12_11859",7.495,2,"HW",150,NA,NA,NA,NA
12006683,44.25860215,-88.46153093,2004,"WI",6,"HU4_32","HU8_172","HU12_11856",6,3,"MID",150,NA,7.44,7.44,0.001116
12006745,44.15463163,-88.48515069,2004,"WI",20,"HU4_32","HU8_172","HU12_11855",22.247,2,"HW",408,11.66,NA,11.66,0.00475728
12006833,44.28191271,-88.27259352,2001,"WI",15,"HU4_32","HU8_172","HU12_11859",16.998,6,"RIVER",5858,NA,212.03,212.03,1.24207174
12006881,44.27583803,-88.35270045,2001,"WI",18,"HU4_32","HU8_172","HU12_11859",18.999,6,"RIVER",11796,NA,241.87,241.87,2.85309852
12160880,43.55625107,-87.97838544,2001,"WI",9,"HU4_35","HU8_173","HU12_11887",10.994,2,"HW",133,NA,NA,NA,NA
12161554,43.59674215,-88.0072545,2001,"WI",6,"HU4_35","HU8_173","HU12_11886",6,1,"HW",100,NA,NA,NA,NA
12161576,43.55196426,-88.06620043,2001,"WI",10,"HU4_35","HU8_173","HU12_11885",10,2,"HW",226,NA,NA,NA,NA
12161606,43.52304908,-88.13744177,2001,"WI",7,"HU4_35","HU8_173","HU12_11888",9.985,1,"HW",204,NA,NA,NA,NA
12162040,43.65158081,-88.25974333,2002,"WI",11,"HU4_35","HU8_173","HU12_11892",11,2,"HW",92,NA,NA,NA,NA
12162052,43.62437668,-88.04601715,2001,"WI",9,"HU4_35","HU8_173","HU12_11884",10.99,2,"HW",100,NA,NA,NA,NA
12162064,43.61174447,-88.0711485,2001,"WI",8,"HU4_35","HU8_173","HU12_11884",9.981,1,"HW",100,NA,NA,NA,NA
12162082,43.60079033,-88.25757135,2002,"WI",24,"HU4_35","HU8_173","HU12_11894",31.994,3,"MID",475,NA,15.81,15.81,0.00750975
12162090,43.565553,-88.0463658,2001,"WI",21,"HU4_35","HU8_173","HU12_11886",22.493,3,"MID",NA,NA,18.41,18.41,NA
12162136,43.51521622,-88.27900685,2002,"WI",10,"HU4_35","HU8_173","HU12_11893",10.999,1,"HW",101,NA,NA,NA,NA
12162352,43.36302467,-87.96965559,2001,"WI",6,"HU4_35","HU8_173","HU12_11912",6,2,"HW",100,NA,NA,NA,NA
12162358,43.34770908,-87.96104479,2001,"WI",10,"HU4_35","HU8_173","HU12_11912",10,2,"HW",112,NA,NA,NA,NA
12162360,43.33591335,-87.95441671,2001,"WI",12,"HU4_35","HU8_173","HU12_11912",12,2,"HW",131,NA,NA,NA,NA
12162522,43.23374965,-87.98541343,2004,"WI",12,"HU4_35","HU8_173","HU12_11913",13.986,2,"HW",150,NA,NA,NA,NA
12162534,43.47132507,-87.99419239,2002,"WI",19,"HU4_35","HU8_173","HU12_11911",33.894,4,"MID",NA,NA,42.78,42.78,NA
12163534,43.41929087,-88.14818611,2001,"WI",9,"HU4_35","HU8_173","HU12_11899",10.976,4,"MID",NA,NA,29.29,29.29,NA
12163572,43.389057,-88.16827159,2002,"WI",12,"HU4_35","HU8_173","HU12_11898",13.98,2,"HW",100,NA,NA,NA,NA
12163628,43.34462352,-88.23450963,2001,"WI",10,"HU4_35","HU8_173","HU12_11901",10,2,"HW",168,NA,NA,NA,NA
12163664,43.32282384,-88.21564478,2001,"WI",5,"HU4_35","HU8_173","HU12_11901",5,1,"HW",120,NA,NA,NA,NA
12163710,43.27842083,-88.16233567,2001,"WI",15,"HU4_35","HU8_173","HU12_11900",15,2,"HW",125,NA,NA,NA,NA
12163760,43.23569823,-88.1274122,2004,"WI",11,"HU4_35","HU8_173","HU12_11904",12.989,2,"HW",133,3.8,NA,3.8,0.0005054
12163784,43.20982802,-88.15470355,2004,"WI",11,"HU4_35","HU8_173","HU12_11904",11,2,"HW",105,3.01,NA,3.01,0.00031605
12163788,43.22328044,-88.04757092,2004,"WI",11,"HU4_35","HU8_173","HU12_11905",11,2,"HW",121,3.45,NA,3.45,0.00041745
12163840,43.14833998,-88.08142504,2004,"WI",9,"HU4_35","HU8_173","HU12_11906",9,1,"HW",150,NA,NA,NA,NA
12163858,43.11399546,-88.06446576,2004,"WI",11,"HU4_35","HU8_173","HU12_11906",11,3,"MID",383,12.4,NA,12.4,0.0047492
12163872,43.08255849,-88.04206149,2004,"WI",12,"HU4_35","HU8_173","HU12_11908",12.663,4,"MID",481,13.8,NA,13.8,0.0066378
12163876,43.050314,-88.01709351,2004,"WI",10,"HU4_35","HU8_173","HU12_11908",15.972,4,"MID",599,17.1,NA,17.1,0.0102429
12164098,43.34128699,-88.16265831,2001,"WI",9,"HU4_35","HU8_173","HU12_11902",9,2,"HW",125,NA,NA,NA,NA
12168983,42.91440327,-87.99802617,2002,"WI",13,"HU4_35","HU8_179","HU12_11876",13.499,3,"MID",400,NA,13.43,13.43,0.005372
12169011,42.87257897,-87.96494811,2004,"WI",5,"HU4_35","HU8_179","HU12_11870",5,1,"HW",100,2.21,NA,2.21,0.000221
12169025,42.84535658,-87.9389535,2002,"WI",14,"HU4_35","HU8_179","HU12_11877",14,4,"MID",411,NA,14.61,14.61,0.00600471
12169241,42.51487319,-87.82251032,2002,"WI",7,"HU4_35","HU8_179","HU12_11881",7,1,"HW",173,NA,NA,NA,NA
12169261,42.85420291,-87.89087146,2004,"WI",5,"HU4_35","HU8_179","HU12_11879",5,1,"HW",137,3.91,NA,3.91,0.00053567
12169273,42.80236305,-87.9895682,2002,"WI",12,"HU4_35","HU8_179","HU12_11874",12,3,"MID",290,NA,10,10,0.0029
12169275,42.77831115,-87.84719353,2001,"WI",18,"HU4_35","HU8_179","HU12_11880",18,4,"MID",521,NA,15.17,15.17,0.00790357
12169279,42.7202783,-87.98219441,2001,"WI",9,"HU4_35","HU8_179","HU12_11872",9,1,"HW",100,NA,NA,NA,NA
12169281,42.77280001,-87.86644484,2004,"WI",12,"HU4_35","HU8_179","HU12_11878",12,2,"HW",150,NA,NA,NA,NA
12170137,42.97654462,-88.05510591,2004,"WI",9,"HU4_35","HU8_179","HU12_11875",9.498,2,"HW",203,5.81,NA,5.81,0.00117943
12170151,42.934106,-88.03538517,2004,"WI",2,"HU4_35","HU8_179","HU12_11875",2,2,"HW",140,4,NA,4,0.00056
12170157,42.92977927,-88.03006877,2001,"WI",7,"HU4_35","HU8_179","HU12_11875",7,2,"HW",126,NA,NA,NA,NA
12170165,42.92558205,-88.1010331,2004,"WI",8,"HU4_35","HU8_179","HU12_11875",8,1,"HW",129,3.69,NA,3.69,0.00047601
12170205,42.70769494,-88.0152781,2001,"WI",12,"HU4_35","HU8_179","HU12_11871",13.981,2,"HW",NA,NA,NA,NA,NA
12170359,42.86382253,-88.03545153,2001,"WI",9,"HU4_35","HU8_179","HU12_11876",9,1,"HW",100,NA,NA,NA,NA
12173224,44.39555123,-87.87423449,2002,"WI",23,"HU4_32","HU8_164","HU12_11736",25.246,1,"HW",435,NA,NA,NA,NA
12173278,44.36680765,-87.59639519,2001,"WI",12,"HU4_32","HU8_164","HU12_11732",12,3,"MID",245,NA,6.45,6.45,0.00158025
12173292,44.353375,-87.53253307,2004,"WI",7,"HU4_32","HU8_164","HU12_11729",7,3,"MID",170,5,NA,5,0.00085
12173364,44.3292162,-87.63492737,2001,"WI",22,"HU4_32","HU8_164","HU12_11732",22,2,"HW",315,NA,NA,NA,NA
12173380,44.33161361,-87.76718994,2002,"WI",15,"HU4_32","HU8_164","HU12_11736",19.472,3,"MID",94,NA,23.31,23.31,0.00219114
12173404,44.31220218,-87.641771,2001,"WI",4,"HU4_32","HU8_164","HU12_11732",4,3,"MID",101,NA,12.13,12.13,0.00122513
12173408,44.30927559,-87.82679094,2004,"WI",13,"HU4_32","HU8_164","HU12_11735",14.989,2,"HW",150,NA,NA,NA,NA
12173450,44.26856722,-87.76478922,2002,"WI",14,"HU4_32","HU8_164","HU12_11737",14,2,"HW",181,NA,NA,NA,NA
12173474,44.25822998,-87.66224516,2001,"WI",20,"HU4_32","HU8_164","HU12_11732",20,3,"MID",467,NA,22.62,22.62,0.01056354
12173476,44.26191708,-87.68131649,2004,"WI",13,"HU4_32","HU8_164","HU12_11731",15.961,3,"MID",150,NA,7.83,7.83,0.0011745
12173484,44.24143264,-87.65042873,2002,"WI",23,"HU4_32","HU8_164","HU12_11733",27.492,4,"MID",NA,NA,33.31,33.31,NA
12173490,44.24262664,-87.63825596,2004,"WI",7,"HU4_32","HU8_164","HU12_11733",7,1,"HW",92,2.3,NA,2.3,0.0002116
12173558,44.21288794,-87.67427083,2002,"WI",12,"HU4_32","HU8_164","HU12_11738",12,4,"MID",170,NA,20.46,20.46,0.0034782
12173610,44.17982107,-87.53280454,2004,"WI",6,"HU4_32","HU8_164","HU12_11729",6.999,2,"HW",136,4.2,NA,4.2,0.0005712
12173896,44.00711016,-87.72218943,2001,"WI",9,"HU4_32","HU8_164","HU12_11759",10.991,2,"HW",NA,NA,NA,NA,NA
12173954,44.45418542,-87.62160973,2001,"WI",14,"HU4_32","HU8_164","HU12_11730",14,2,"HW",140,NA,NA,NA,NA
12173956,44.45264882,-87.65327818,2001,"WI",28,"HU4_32","HU8_164","HU12_11730",28,2,"HW",420,NA,NA,NA,NA
12173966,44.41677499,-87.6260763,2001,"WI",12,"HU4_32","HU8_164","HU12_11730",12,3,"MID",43,NA,7.83,7.83,0.00033669
12173968,44.4065741,-87.59825977,2001,"WI",10,"HU4_32","HU8_164","HU12_11730",10,2,"HW",140,NA,NA,NA,NA
12173986,44.33729726,-87.74543422,2004,"WI",12,"HU4_32","HU8_164","HU12_11734",12.998,3,"MID",150,NA,9.9,9.9,0.001485
12174022,44.25710032,-87.71786273,2002,"WI",14,"HU4_32","HU8_164","HU12_11737",21.976,4,"MID",295,NA,20.21,20.21,0.00596195
12174248,44.35253721,-87.79656784,2002,"WI",8,"HU4_32","HU8_164","HU12_11736",8.986,3,"MID",100,NA,7.07,7.07,0.000707
12174250,44.22675796,-87.62397286,2001,"WI",25,"HU4_32","HU8_164","HU12_11733",25,4,"MID",420,NA,15.36,15.36,0.0064512
12175264,43.96510153,-87.72609537,2004,"WI",16,"HU4_32","HU8_164","HU12_11760",19.986,2,"HW",150,NA,NA,NA,NA
12175328,43.9167977,-87.72726673,2001,"WI",4,"HU4_32","HU8_164","HU12_11761",4,2,"HW",100,NA,NA,NA,NA
12175346,43.91077424,-87.90878123,2002,"WI",7,"HU4_32","HU8_164","HU12_11764",7,1,"HW",NA,NA,NA,NA,NA
12175378,43.87038871,-87.91947055,2004,"WI",15,"HU4_32","HU8_164","HU12_11780",24.986,4,"MID",845,27.91,NA,27.91,0.02358395
12175398,43.85177918,-87.73066194,2004,"WI",10,"HU4_32","HU8_164","HU12_11762",11.988,2,"HW",113,3.3,NA,3.3,0.0003729
12175446,43.82018791,-87.74033351,2001,"WI",7,"HU4_32","HU8_164","HU12_11762",7,1,"HW",43,NA,NA,NA,NA
