"COMIDv2_JR","lat","lon","samp_year","STATE_AB","obs_spec","HU4_ZoneID","HU8_ZoneID","HU12_ZoneID","exp_rich","StreamOrde","order_class","samp_length","width.x","width.y","width","area"
12175472,43.82492904,-87.91359205,2002,"WI",20,"HU4_32","HU8_164","HU12_11780",20.25,4,"MID",287,NA,25.76,25.76,0.00739312
12175488,43.79032814,-87.91647354,2002,"WI",19,"HU4_32","HU8_164","HU12_11780",19,4,"MID",787,NA,28.71,28.71,0.02259477
12175546,43.74783432,-87.92645232,2002,"WI",9,"HU4_32","HU8_164","HU12_11769",9,2,"HW",271,NA,NA,NA,NA
12175550,43.74646931,-87.98042429,2001,"WI",7,"HU4_32","HU8_164","HU12_11769",7,3,"MID",133,NA,11.95,11.95,0.00158935
12175556,43.73832582,-87.9828695,2001,"WI",13,"HU4_32","HU8_164","HU12_11769",13,3,"MID",350,NA,16.72,16.72,0.005852
12175566,43.72400361,-87.96461651,2001,"WI",19,"HU4_32","HU8_164","HU12_11769",19,3,"MID",385,NA,10.88,10.88,0.0041888
12175596,43.71329242,-87.88824059,2002,"WI",25,"HU4_32","HU8_164","HU12_11769",25.999,1,"HW",934,NA,NA,NA,NA
12175630,43.69389993,-87.81508128,2001,"WI",15,"HU4_32","HU8_164","HU12_11773",17.992,3,"MID",NA,NA,13.65,13.65,NA
12175642,43.68463853,-87.72863782,2001,"WI",11,"HU4_32","HU8_164","HU12_11783",11,1,"HW",399,NA,NA,NA,NA
12175824,43.97589355,-87.75054881,2004,"WI",12,"HU4_32","HU8_164","HU12_11760",12.25,2,"HW",92,2.7,NA,2.7,0.0002484
12175838,43.90539745,-87.75752427,2001,"WI",5,"HU4_32","HU8_164","HU12_11761",5,1,"HW",140,NA,NA,NA,NA
12175874,43.73359922,-87.77057414,2001,"WI",19,"HU4_32","HU8_164","HU12_11782",20.587,4,"MID",NA,NA,37.89,37.89,NA
12175880,43.69361486,-87.71522632,2001,"WI",6,"HU4_32","HU8_164","HU12_11783",6,2,"HW",100,NA,NA,NA,NA
12176744,43.80196242,-88.02964813,2001,"WI",14,"HU4_32","HU8_164","HU12_11768",14,3,"MID",261,NA,15.59,15.59,0.00406899
12176770,43.7645222,-88.00009451,2001,"WI",13,"HU4_32","HU8_164","HU12_11769",13,1,"HW",140,NA,NA,NA,NA
12177444,43.42757572,-87.83784315,2001,"WI",16,"HU4_32","HU8_164","HU12_11785",16,2,"HW",140,NA,NA,NA,NA
12979849,45.50692875,-90.28540192,2004,"WI",17,"HU4_27","HU8_379","HU12_13138",17.998,3,"MID",271,NA,9.21,9.21,0.00249591
12981389,45.31446093,-90.82460917,2001,"WI",9,"HU4_27","HU8_379","HU12_11243",13.486,1,"HW",NA,NA,NA,NA,NA
12992191,45.69610374,-90.47737101,2004,"WI",8,"HU4_27","HU8_382","HU12_13125",8,2,"HW",324,NA,NA,NA,NA
13063243,44.67919094,-87.3980386,2004,"WI",12,"HU4_32","HU8_165","HU12_13170",12.497,3,"MID",224,7.8,NA,7.8,0.0017472
13063265,44.65609383,-87.40735013,2004,"WI",9,"HU4_32","HU8_165","HU12_13170",9.5,1,"HW",92,2.7,NA,2.7,0.0002484
13063287,44.63510172,-87.54576989,2004,"WI",9,"HU4_32","HU8_165","HU12_13171",9,3,"MID",92,3.5,NA,3.5,0.000322
13063291,44.63296342,-87.78460569,2002,"WI",3,"HU4_32","HU8_165","HU12_19832",3,1,"HW",144,NA,NA,NA,NA
13063333,44.62258383,-87.49175685,2004,"WI",8,"HU4_32","HU8_165","HU12_13171",8.999,4,"MID",306,9.2,NA,9.2,0.0028152
13063377,44.60340676,-87.52731175,2004,"WI",12,"HU4_32","HU8_165","HU12_19828",12.999,3,"MID",160,NA,8.21,8.21,0.0013136
13063389,44.59242721,-87.71338973,2004,"WI",10,"HU4_32","HU8_165","HU12_19830",10.999,2,"HW",138,NA,NA,NA,NA
13063677,44.7405678,-87.56144992,2004,"WI",7,"HU4_32","HU8_165","HU12_13172",7,1,"HW",204,5.7,NA,5.7,0.0011628
13063679,44.75016553,-87.53624571,2004,"WI",13,"HU4_32","HU8_165","HU12_13172",13.166,2,"HW",306,8.5,NA,8.5,0.002601
13063683,44.75558193,-87.43031979,2004,"WI",6,"HU4_32","HU8_165","HU12_13170",6.485,1,"HW",84,3.2,NA,3.2,0.0002688
13063695,44.76505375,-87.45802723,2004,"WI",5,"HU4_32","HU8_165","HU12_13170",5.497,1,"HW",170,4.88,NA,4.88,0.0008296
13063771,44.51600092,-87.50338891,2004,"WI",5,"HU4_32","HU8_165","HU12_19829",5.495,1,"HW",92,3.3,NA,3.3,0.0003036
13079433,45.6251281,-91.67739223,2004,"WI",22,"HU4_27","HU8_370","HU12_11308",36.948,2,"HW",364,10.4,NA,10.4,0.0037856
13079453,45.60007369,-91.67964968,2004,"WI",20,"HU4_27","HU8_370","HU12_11308",24.489,2,"HW",372,10.6,NA,10.6,0.0039432
13079979,45.5695269,-91.48249867,2002,"WI",5,"HU4_27","HU8_370","HU12_11298",5,3,"MID",212,NA,137.11,137.11,0.02906732
13081995,45.48651992,-91.88511361,2004,"WI",13,"HU4_27","HU8_370","HU12_11302",17.482,3,"MID",357,7.3,NA,7.3,0.0026061
13082179,45.42601995,-91.54007662,2004,"WI",10,"HU4_27","HU8_370","HU12_11463",10.248,2,"HW",135,3.86,NA,3.86,0.0005211
13082229,45.42264005,-91.66859968,2004,"WI",12,"HU4_27","HU8_370","HU12_11462",14.973,3,"MID",268,7.7,NA,7.7,0.0020636
13082283,45.3886794,-91.55820548,2004,"WI",12,"HU4_27","HU8_370","HU12_11463",13.989,2,"HW",168,4.81,NA,4.81,0.00080808
13082483,45.30033871,-91.95247108,2003,"WI",4,"HU4_27","HU8_370","HU12_11477",4,2,"HW",111,3,NA,3,0.000333
13082613,45.22434429,-91.8761086,2001,"WI",14,"HU4_27","HU8_370","HU12_11485",21.927,3,"MID",105,NA,11.07,11.07,0.00116235
13082617,45.2197247,-91.86016145,2001,"WI",13,"HU4_27","HU8_370","HU12_11485",13.497,4,"MID",162,NA,7.29,7.29,0.00118098
13082627,45.21542834,-91.88487517,2003,"WI",12,"HU4_27","HU8_370","HU12_11485",12.998,3,"MID",108,3,NA,3,0.000324
13082645,45.207174,-91.89619371,2001,"WI",10,"HU4_27","HU8_370","HU12_11485",10.993,3,"MID",100,NA,2.53,2.53,0.000253
13082683,45.19278581,-91.5934144,2001,"WI",7,"HU4_27","HU8_370","HU12_11484",7,1,"HW",121,NA,NA,NA,NA
13082685,45.20733054,-91.61811236,2001,"WI",3,"HU4_27","HU8_370","HU12_11484",3,1,"HW",100,NA,NA,NA,NA
13082687,45.19798226,-91.90388705,2001,"WI",7,"HU4_27","HU8_370","HU12_11485",7,2,"HW",100,NA,NA,NA,NA
13082689,45.19486397,-91.82835322,2001,"WI",14,"HU4_27","HU8_370","HU12_11485",14.992,4,"MID",204,NA,5.2,5.2,0.0010608
13082699,45.18595699,-91.80362955,2001,"WI",12,"HU4_27","HU8_370","HU12_11485",16.477,4,"MID",212,NA,7.87,7.87,0.00166844
13082705,45.20263735,-91.67069389,2001,"WI",7,"HU4_27","HU8_370","HU12_11486",7,1,"HW",100,NA,NA,NA,NA
13082713,45.1838557,-91.88810506,2001,"WI",8,"HU4_27","HU8_370","HU12_11485",8,2,"HW",100,NA,NA,NA,NA
13082717,45.18353228,-91.63793345,2001,"WI",5,"HU4_27","HU8_370","HU12_11484",5,2,"HW",129,NA,NA,NA,NA
13082731,45.17456733,-91.65887632,2001,"WI",7,"HU4_27","HU8_370","HU12_11484",7.987,3,"MID",169,NA,4.21,4.21,0.00071149
13082757,45.17044428,-91.68114221,2001,"WI",11,"HU4_27","HU8_370","HU12_11484",20.93,3,"MID",207,NA,10.03,10.03,0.00207621
13082803,45.15313355,-91.81372136,2001,"WI",4,"HU4_27","HU8_370","HU12_11487",4,1,"HW",100,NA,NA,NA,NA
13082811,45.14358912,-91.66318907,2001,"WI",4,"HU4_27","HU8_370","HU12_11489",4,1,"HW",100,NA,NA,NA,NA
13082817,45.13982779,-91.78136906,2001,"WI",3,"HU4_27","HU8_370","HU12_11487",3,2,"HW",100,NA,NA,NA,NA
13082843,45.12553087,-91.85008389,2002,"WI",4,"HU4_27","HU8_370","HU12_11481",4,2,"HW",100,NA,NA,NA,NA
13082865,45.11933745,-91.61312431,2001,"WI",9,"HU4_27","HU8_370","HU12_11488",9.495,2,"HW",100,NA,NA,NA,NA
13082881,45.10814879,-91.67627482,2001,"WI",10,"HU4_27","HU8_370","HU12_11488",10,3,"MID",203,NA,5.15,5.15,0.00104545
13082891,45.105609,-91.76276708,2001,"WI",8,"HU4_27","HU8_370","HU12_11489",8.248,2,"HW",100,NA,NA,NA,NA
13082901,45.10793106,-91.72938217,2001,"WI",10,"HU4_27","HU8_370","HU12_11489",10.499,2,"HW",222,NA,NA,NA,NA
13082909,45.10132798,-91.94187128,2002,"WI",14,"HU4_27","HU8_370","HU12_11479",14,2,"HW",175,NA,NA,NA,NA
13082911,45.10323993,-91.70590487,2001,"WI",14,"HU4_27","HU8_370","HU12_11488",14,3,"MID",267,NA,7.08,7.08,0.00189036
13082921,45.09565226,-91.64653696,2001,"WI",10,"HU4_27","HU8_370","HU12_11488",12.984,3,"MID",138,NA,4.08,4.08,0.00056304
13082923,45.10143781,-91.62516962,2001,"WI",9,"HU4_27","HU8_370","HU12_11488",9.246,2,"HW",100,NA,NA,NA,NA
13082943,45.08429178,-91.62839708,2001,"WI",10,"HU4_27","HU8_370","HU12_11488",11.994,3,"MID",100,NA,6.34,6.34,0.000634
13082971,45.07144151,-91.70250601,2001,"WI",2,"HU4_27","HU8_370","HU12_11491",2,2,"HW",100,NA,NA,NA,NA
13083029,45.06177105,-91.88017943,2002,"WI",15,"HU4_27","HU8_370","HU12_11481",15,3,"MID",153,NA,6.17,6.17,0.00094401
13083123,45.01117307,-91.66552306,2001,"WI",11,"HU4_27","HU8_370","HU12_11490",12.992,2,"HW",120,NA,NA,NA,NA
13083129,45.00650935,-91.66542326,2001,"WI",5,"HU4_27","HU8_370","HU12_11490",6.988,2,"HW",132,NA,NA,NA,NA
13083357,45.20690953,-91.74281537,2001,"WI",22,"HU4_27","HU8_370","HU12_11483",24.659,4,"MID",301,NA,7.37,7.37,0.00221837
13083361,45.18105283,-91.74282882,2001,"WI",17,"HU4_27","HU8_370","HU12_11485",19.238,4,"MID",228,NA,7.4,7.4,0.0016872
13083363,45.1733812,-91.6124311,2001,"WI",3,"HU4_27","HU8_370","HU12_11484",3,2,"HW",100,NA,NA,NA,NA
13083369,45.1513467,-91.72803695,2001,"WI",21,"HU4_27","HU8_370","HU12_11487",25.496,2,"HW",203,NA,NA,NA,NA
13083371,45.14278896,-91.76921778,2001,"WI",11,"HU4_27","HU8_370","HU12_11487",11,2,"HW",100,NA,NA,NA,NA
13083379,45.108193,-91.74239317,2001,"WI",7,"HU4_27","HU8_370","HU12_11489",7.979,2,"HW",100,NA,NA,NA,NA
13083383,45.09152162,-91.74736254,2001,"WI",5,"HU4_27","HU8_370","HU12_11491",5.98,1,"HW",100,NA,NA,NA,NA
13083393,45.05956838,-91.76643949,2001,"WI",6,"HU4_27","HU8_370","HU12_11491",6,1,"HW",100,NA,NA,NA,NA
13084399,45.3000926,-92.03743101,2002,"WI",22,"HU4_27","HU8_370","HU12_11476",22.664,3,"MID",NA,NA,7.45,7.45,NA
13084443,45.27296073,-92.0361103,2003,"WI",13,"HU4_27","HU8_370","HU12_11476",13.664,2,"HW",140,4,NA,4,0.00056
13084515,45.20502343,-92.01913541,2002,"WI",6,"HU4_27","HU8_370","HU12_11478",6,3,"MID",102,NA,4.75,4.75,0.0004845
13084623,45.13353378,-92.02117709,2002,"WI",5,"HU4_27","HU8_370","HU12_11479",5,2,"HW",100,NA,NA,NA,NA
13084727,45.06996205,-92.0325546,2003,"WI",15,"HU4_27","HU8_370","HU12_11472",18.972,4,"MID",432,12,NA,12,0.005184
13084781,45.02885044,-92.06022021,2001,"WI",18,"HU4_27","HU8_370","HU12_11471",27.995,1,"HW",609,NA,NA,NA,NA
13085403,44.8419851,-91.98999911,2004,"WI",4,"HU4_27","HU8_370","HU12_19685",4,2,"HW",138,3.98,NA,3.98,0.00054924
13085405,44.8377324,-91.96364077,2004,"WI",9,"HU4_27","HU8_370","HU12_19685",9.994,2,"HW",173,4.95,NA,4.95,0.00085635
13085445,44.8019708,-91.93009119,2004,"WI",3,"HU4_27","HU8_370","HU12_11497",3,2,"HW",191,5.37,NA,5.37,0.00102567
13085867,44.97407588,-92.09557835,2003,"WI",3,"HU4_27","HU8_370","HU12_11494",3,2,"HW",100,3.03,NA,3.03,0.000303
13096606,44.96945396,-90.85401041,2001,"WI",23,"HU4_27","HU8_380","HU12_11282",27.497,3,"MID",NA,NA,19.69,19.69,NA
13096920,44.82777947,-90.87903119,2002,"WI",25,"HU4_27","HU8_380","HU12_11286",32.985,3,"MID",NA,NA,16.02,16.02,NA
13097282,44.63740001,-90.94823938,2004,"WI",5,"HU4_27","HU8_380","HU12_10274",5,3,"MID",100,6.1,NA,6.1,0.00061
13097298,44.6004756,-90.9134813,2004,"WI",4,"HU4_27","HU8_380","HU12_10274",4,1,"HW",100,2.46,NA,2.46,0.000246
13097860,44.96492358,-91.01263726,2004,"WI",4,"HU4_27","HU8_380","HU12_11290",4,1,"HW",100,1.68,NA,1.68,0.000168
13097992,44.81045222,-91.19953002,2004,"WI",7,"HU4_27","HU8_380","HU12_11291",7.991,2,"HW",300,NA,NA,NA,NA
13097994,44.80887516,-91.13228539,2003,"WI",7,"HU4_27","HU8_380","HU12_11290",7,1,"HW",103,3,NA,3,0.000309
13098002,44.80818756,-91.10576134,2004,"WI",5,"HU4_27","HU8_380","HU12_11290",5.496,2,"HW",100,2.4,NA,2.4,0.00024
13098018,44.8013268,-91.15925541,2004,"WI",2,"HU4_27","HU8_380","HU12_11291",2,1,"HW",100,NA,NA,NA,NA
13098022,44.79922423,-91.04826331,2004,"WI",12,"HU4_27","HU8_380","HU12_11289",16.437,2,"HW",247,7,NA,7,0.001729
13098028,44.79003694,-91.10836888,2004,"WI",6,"HU4_27","HU8_380","HU12_11290",6,1,"HW",100,NA,NA,NA,NA
13098038,44.78585248,-91.14997034,2004,"WI",8,"HU4_27","HU8_380","HU12_19658",8.989,1,"HW",100,NA,NA,NA,NA
13098158,44.72678231,-91.20325901,2004,"WI",11,"HU4_27","HU8_380","HU12_19656",11.661,2,"HW",113,3.2,NA,3.2,0.0003616
13098212,44.69682014,-91.22411961,2004,"WI",10,"HU4_27","HU8_380","HU12_19656",11.979,2,"HW",100,NA,NA,NA,NA
13098228,44.68124242,-91.11857877,2002,"WI",17,"HU4_27","HU8_380","HU12_19655",17.166,3,"MID",NA,NA,10.3,10.3,NA
13098276,44.67769678,-91.16202846,2004,"WI",7,"HU4_27","HU8_380","HU12_10276",7,2,"HW",100,NA,NA,NA,NA
13098296,44.6543833,-91.13543407,2004,"WI",7,"HU4_27","HU8_380","HU12_19655",7.485,1,"HW",100,1.8,NA,1.8,0.00018
13098344,44.64805941,-91.07244471,2004,"WI",10,"HU4_27","HU8_380","HU12_19655",10.986,2,"HW",100,2.77,NA,2.77,0.000277
13098410,44.87613255,-91.06181714,2004,"WI",14,"HU4_27","HU8_380","HU12_11290",14.499,3,"MID",145,4.1,NA,4.1,0.0005945
13098414,44.83680663,-91.37259036,2004,"WI",2,"HU4_27","HU8_380","HU12_11293",2,2,"HW",100,NA,NA,NA,NA
13098416,44.81201157,-91.26038113,2001,"WI",11,"HU4_27","HU8_380","HU12_11291",13.995,3,"MID",175,NA,6.59,6.59,0.00115325
13098424,44.78075008,-91.36575806,2004,"WI",2,"HU4_27","HU8_380","HU12_11294",2,1,"HW",100,NA,NA,NA,NA
13098426,44.78798593,-91.4275545,2001,"WI",15,"HU4_27","HU8_380","HU12_19654",15,3,"MID",306,NA,7.17,7.17,0.00219402
13098440,44.75403413,-91.28311636,2004,"WI",3,"HU4_27","HU8_380","HU12_19657",3,2,"HW",110,3.12,NA,3.12,0.0003432
13102955,45.19496401,-90.78455504,2001,"WI",21,"HU4_27","HU8_369","HU12_11259",24.989,2,"HW",136,NA,NA,NA,NA
13102959,45.16968706,-90.82104433,2001,"WI",7,"HU4_27","HU8_369","HU12_11259",7.497,2,"HW",100,NA,NA,NA,NA
13102961,45.16578706,-90.79775408,2001,"WI",10,"HU4_27","HU8_369","HU12_11259",10,2,"HW",204,NA,NA,NA,NA
13102977,45.15852233,-90.90540417,2001,"WI",15,"HU4_27","HU8_369","HU12_11258",15.993,2,"HW",100,NA,NA,NA,NA
13102993,45.15198201,-90.96083134,2001,"WI",16,"HU4_27","HU8_369","HU12_11264",18.655,2,"HW",160,NA,NA,NA,NA
13103025,45.13627899,-90.84039015,2001,"WI",3,"HU4_27","HU8_369","HU12_11259",3,1,"HW",75,NA,NA,NA,NA
13103293,45.14836923,-90.74094991,2001,"WI",7,"HU4_27","HU8_369","HU12_11257",7.495,1,"HW",100,NA,NA,NA,NA
13104221,45.16979219,-91.02506292,2001,"WI",10,"HU4_27","HU8_369","HU12_11260",11.984,1,"HW",100,NA,NA,NA,NA
13104277,45.13594447,-91.03106804,2001,"WI",21,"HU4_27","HU8_369","HU12_11260",22.996,2,"HW",197,NA,NA,NA,NA
13104301,45.1199036,-91.01243491,2001,"WI",16,"HU4_27","HU8_369","HU12_11260",22.194,3,"MID",191,NA,9.57,9.57,0.00182787
13104329,45.11360564,-91.13822103,2001,"WI",16,"HU4_27","HU8_369","HU12_11262",17.998,1,"HW",177,NA,NA,NA,NA
13104337,45.10313292,-91.04819931,2001,"WI",6,"HU4_27","HU8_369","HU12_11260",6.992,2,"HW",100,NA,NA,NA,NA
13104407,45.07256181,-91.01020888,2001,"WI",2,"HU4_27","HU8_369","HU12_11264",2,1,"HW",100,NA,NA,NA,NA
13104435,45.0698472,-91.1646983,2001,"WI",18,"HU4_27","HU8_369","HU12_11262",18,2,"HW",210,NA,NA,NA,NA
13104485,45.05046282,-91.08561519,2001,"WI",15,"HU4_27","HU8_369","HU12_11263",17.99,2,"HW",100,NA,NA,NA,NA
13104497,45.04978253,-91.10770458,2001,"WI",18,"HU4_27","HU8_369","HU12_11263",18,3,"MID",141,NA,2.17,2.17,0.00030597
13104545,45.03796561,-91.12605349,2001,"WI",20,"HU4_27","HU8_369","HU12_11263",20,3,"MID",162,NA,4.08,4.08,0.00066096
13104563,45.02301338,-91.14690795,2001,"WI",24,"HU4_27","HU8_369","HU12_11263",24.125,3,"MID",202,NA,8.45,8.45,0.0017069
13104593,45.01476358,-91.12196091,2001,"WI",18,"HU4_27","HU8_369","HU12_11263",18.999,2,"HW",100,NA,NA,NA,NA
13104599,45.0102154,-91.02245282,2001,"WI",10,"HU4_27","HU8_369","HU12_11264",12.968,2,"HW",100,NA,NA,NA,NA
13104609,45.01263567,-91.2282768,2001,"WI",18,"HU4_27","HU8_369","HU12_11262",18.5,2,"HW",280,NA,NA,NA,NA
13105971,44.99647973,-91.16601811,2001,"WI",15,"HU4_27","HU8_369","HU12_11263",20.958,3,"MID",100,NA,5.51,5.51,0.000551
13105979,44.9905406,-91.1453657,2001,"WI",13,"HU4_27","HU8_369","HU12_11263",13,3,"MID",100,NA,3.14,3.14,0.000314
13105987,44.98849175,-91.44810959,2001,"WI",3,"HU4_27","HU8_369","HU12_11271",3,2,"HW",NA,NA,NA,NA,NA
13106005,44.9812121,-91.20781702,2001,"WI",18,"HU4_27","HU8_369","HU12_11263",18.249,4,"MID",244,NA,12.69,12.69,0.00309636
13106007,44.98475423,-91.23755276,2001,"WI",15,"HU4_27","HU8_369","HU12_11262",15.166,2,"HW",195,NA,NA,NA,NA
13106015,44.97676127,-91.55024081,2002,"WI",4,"HU4_27","HU8_369","HU12_11274",4,2,"HW",100,NA,NA,NA,NA
13106043,44.9660172,-91.19675279,2001,"WI",12,"HU4_27","HU8_369","HU12_11263",12,1,"HW",100,NA,NA,NA,NA
13106063,44.96180706,-91.12842422,2001,"WI",15,"HU4_27","HU8_369","HU12_11264",17.656,2,"HW",100,NA,NA,NA,NA
13106095,44.95499957,-91.60439497,2002,"WI",2,"HU4_27","HU8_369","HU12_11274",2,1,"HW",100,NA,NA,NA,NA
13106109,44.95217471,-91.08586743,2001,"WI",13,"HU4_27","HU8_369","HU12_11264",14.99,2,"HW",100,NA,NA,NA,NA
13106113,44.94454503,-91.10357688,2001,"WI",17,"HU4_27","HU8_369","HU12_11264",17,3,"MID",232,NA,9.49,9.49,0.00220168
13106117,44.94166044,-91.08861211,2001,"WI",10,"HU4_27","HU8_369","HU12_11264",10.99,2,"HW",111,NA,NA,NA,NA
13106123,44.95614662,-91.56015399,2002,"WI",8,"HU4_27","HU8_369","HU12_11274",8,3,"MID",152,NA,3.2,3.2,0.0004864
13106141,44.9476307,-91.58199153,2002,"WI",8,"HU4_27","HU8_369","HU12_11274",8,3,"MID",175,NA,5.39,5.39,0.00094325
13106147,44.94928681,-91.62667612,2002,"WI",4,"HU4_27","HU8_369","HU12_11274",4.493,1,"HW",100,NA,NA,NA,NA
13106151,44.94004484,-91.12585137,2001,"WI",11,"HU4_27","HU8_369","HU12_11264",11,1,"HW",100,NA,NA,NA,NA
13106155,44.94298582,-91.68697069,2002,"WI",4,"HU4_27","HU8_369","HU12_11274",4.978,1,"HW",100,NA,NA,NA,NA
13106171,44.93610811,-91.16353829,2001,"WI",18,"HU4_27","HU8_369","HU12_11264",18.662,1,"HW",100,NA,NA,NA,NA
13106183,44.92627693,-91.7175915,2002,"WI",2,"HU4_27","HU8_369","HU12_11277",2,1,"HW",50,NA,NA,NA,NA
13106189,44.92555545,-91.6183101,2002,"WI",5,"HU4_27","HU8_369","HU12_11274",5,3,"MID",213,NA,5.12,5.12,0.00109056
13106191,44.93220891,-91.63655768,2002,"WI",5,"HU4_27","HU8_369","HU12_11274",5,2,"HW",119,NA,NA,NA,NA
13106213,44.9092966,-91.1512035,2001,"WI",5,"HU4_27","HU8_369","HU12_11266",5,1,"HW",100,NA,NA,NA,NA
13106217,44.91243013,-91.65611706,2002,"WI",5,"HU4_27","HU8_369","HU12_11274",5.492,2,"HW",100,NA,NA,NA,NA
13106223,44.90673261,-91.21026116,2001,"WI",8,"HU4_27","HU8_369","HU12_11266",8,2,"HW",100,NA,NA,NA,NA
13106227,44.90260496,-91.22662778,2001,"WI",14,"HU4_27","HU8_369","HU12_11266",16.235,3,"MID",258,NA,8.41,8.41,0.00216978
13106237,44.9137429,-91.18475914,2001,"WI",2,"HU4_27","HU8_369","HU12_11266",2,1,"HW",100,NA,NA,NA,NA
13106239,44.8993552,-91.20057018,2001,"WI",15,"HU4_27","HU8_369","HU12_11266",18.98,3,"MID",234,NA,6.42,6.42,0.00150228
13106263,44.9013432,-91.12035577,2001,"WI",16,"HU4_27","HU8_369","HU12_11265",19.975,2,"HW",100,NA,NA,NA,NA
13106267,44.8947942,-91.18014281,2001,"WI",12,"HU4_27","HU8_369","HU12_11266",12,3,"MID",204,NA,4.02,4.02,0.00082008
13106269,44.90051221,-91.29445451,2001,"WI",4,"HU4_27","HU8_369","HU12_11266",4,2,"HW",100,NA,NA,NA,NA
13106309,44.89969589,-91.65540306,2002,"WI",4,"HU4_27","HU8_369","HU12_11275",4,2,"HW",100,NA,NA,NA,NA
13106319,44.8792599,-91.14408766,2001,"WI",21,"HU4_27","HU8_369","HU12_11265",27.24,3,"MID",229,NA,6.79,6.79,0.00155491
13106327,44.87916936,-91.12238564,2001,"WI",10,"HU4_27","HU8_369","HU12_11265",10.165,2,"HW",111,NA,NA,NA,NA
13106351,44.8694311,-91.12499085,2001,"WI",10,"HU4_27","HU8_369","HU12_11265",10.495,2,"HW",100,NA,NA,NA,NA
13106363,44.87169244,-91.63741719,2002,"WI",9,"HU4_27","HU8_369","HU12_11275",10.989,3,"MID",357,NA,11.25,11.25,0.00401625
13106375,44.86588436,-91.15726357,2001,"WI",7,"HU4_27","HU8_369","HU12_11265",7,2,"HW",100,NA,NA,NA,NA
13106377,44.86033244,-91.13836221,2001,"WI",4,"HU4_27","HU8_369","HU12_11265",4,1,"HW",100,NA,NA,NA,NA
13106389,44.84505573,-91.7731399,2002,"WI",8,"HU4_27","HU8_369","HU12_11278",8,2,"HW",105,NA,NA,NA,NA
13106395,44.8401883,-91.16155695,2001,"WI",7,"HU4_27","HU8_369","HU12_11265",7,1,"HW",100,NA,NA,NA,NA
13106409,44.82653596,-91.65498201,2002,"WI",6,"HU4_27","HU8_369","HU12_11275",6,3,"MID",288,NA,9.74,9.74,0.00280512
13106411,44.82467061,-91.56560956,2003,"WI",3,"HU4_27","HU8_369","HU12_11276",3,2,"HW",146,4,NA,4,0.000584
13106869,44.58259793,-91.8889575,2004,"WI",5,"HU4_27","HU8_369","HU12_10269",5,1,"HW",100,2.9,NA,2.9,0.00029
13106927,44.51297548,-91.89271,2004,"WI",2,"HU4_27","HU8_369","HU12_10272",2,2,"HW",100,3.01,NA,3.01,0.000301
13107011,44.93091675,-91.76081915,2002,"WI",2,"HU4_27","HU8_369","HU12_11277",2,1,"HW",100,NA,NA,NA,NA
13107021,44.90578425,-91.77795287,2002,"WI",11,"HU4_27","HU8_369","HU12_11277",18.984,2,"HW",100,NA,NA,NA,NA
13107033,44.88923159,-91.25739257,2001,"WI",9,"HU4_27","HU8_369","HU12_11266",9.494,2,"HW",190,NA,NA,NA,NA
13107041,44.86743302,-91.76705577,2002,"WI",13,"HU4_27","HU8_369","HU12_11277",17.492,3,"MID",198,NA,6.79,6.79,0.00134442
13107043,44.86238381,-91.73475495,2002,"WI",6,"HU4_27","HU8_369","HU12_11277",6,2,"HW",100,NA,NA,NA,NA
13107045,44.83934158,-91.75232737,2002,"WI",14,"HU4_27","HU8_369","HU12_11277",14.25,3,"MID",167,NA,6.18,6.18,0.00103206
13107373,44.92108558,-91.74490401,2002,"WI",5,"HU4_27","HU8_369","HU12_11277",5.994,2,"HW",100,NA,NA,NA,NA
13107375,44.88609163,-91.76975369,2002,"WI",11,"HU4_27","HU8_369","HU12_11277",11,2,"HW",153,NA,NA,NA,NA
13107747,44.83558126,-92.17929637,2003,"WI",4,"HU4_27","HU8_369","HU12_11281",4,2,"HW",174,5,NA,5,0.00087
13107763,44.82249994,-92.06918691,2003,"WI",2,"HU4_27","HU8_369","HU12_19648",2,3,"MID",100,1.94,NA,1.94,0.000194
13107799,44.79601809,-92.19387031,2002,"WI",17,"HU4_27","HU8_369","HU12_19647",17.999,4,"MID",352,NA,11.56,11.56,0.00406912
13107827,44.78236177,-92.15227879,2002,"WI",15,"HU4_27","HU8_369","HU12_19647",15.499,4,"MID",341,NA,11.2,11.2,0.0038192
13107861,44.77039335,-92.07174049,2002,"WI",20,"HU4_27","HU8_369","HU12_19649",25.994,4,"MID",528,NA,13.23,13.23,0.00698544
13108009,44.6658236,-92.10063385,2003,"WI",5,"HU4_27","HU8_369","HU12_10266",5.979,2,"HW",91,NA,NA,NA,NA
13120220,45.84428933,-90.8047979,2004,"WI",14,"HU4_27","HU8_142","HU12_11211",14.496,2,"HW",427,NA,NA,NA,NA
13121818,45.77720302,-91.2784819,2001,"WI",17,"HU4_27","HU8_142","HU12_11201",17.497,4,"MID",900,NA,27.14,27.14,0.024426
13121908,45.70985599,-91.27985794,2004,"WI",18,"HU4_27","HU8_142","HU12_11208",18,1,"HW",140,NA,NA,NA,NA
13122114,45.60189631,-91.35767706,2004,"WI",17,"HU4_27","HU8_142","HU12_11209",57.339,2,"HW",305,NA,NA,NA,NA
13122228,45.50354587,-91.16230977,2004,"WI",21,"HU4_27","HU8_142","HU12_11217",28.972,4,"MID",408,NA,17.61,17.61,0.00718488
