"SITE_ID","SPP_CODE","TOTAL_COUNT","OBSERVED_RICH","EXPECTED_RICH","AREA_sqkm","CONN_CLASS","STATE","TYPE"
"12203198","BROOK_TROUT",1,14,16.244,0.05111388,"MID_stream","MI","stream"
"12203198","CENTRAL_MUDMINNOW",26,14,16.244,0.05111388,"MID_stream","MI","stream"
"12961725","ROCK_BASS",5,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","BROOK_STICKLEBACK",9,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","IOWA_DARTER",5,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","JOHNNY_DARTER",16,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","NORTHERN_BROOK_LAMPREY",2,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","PUMPKINSEED",2,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","BLUEGILL",13,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","ALLEGHENY_PEARL_DACE",18,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","SMALLMOUTH_BASS",1,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","LARGEMOUTH_BASS",6,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","SPOTTAIL_SHINER",1,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","NORTHERN_REDBELLY_DACE",2,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","BLUNTNOSE_MINNOW",35,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12961725","CREEK_CHUB",38,14,14.662,0.0022712,"HW_stream_lake","MI","stream"
"12206504","WHITE_SUCKER",1,6,6.494,0.00486109,"HW_stream","MI","stream"
"12206504","NORTHERN_REDBELLY_DACE",4,6,6.494,0.00486109,"HW_stream","MI","stream"
"12206504","FINESCALE_DACE",2,6,6.494,0.00486109,"HW_stream","MI","stream"
"12206504","BLACKNOSE_DACE",65,6,6.494,0.00486109,"HW_stream","MI","stream"
"12206504","CREEK_CHUB",5,6,6.494,0.00486109,"HW_stream","MI","stream"
"12206504","CENTRAL_MUDMINNOW",5,6,6.494,0.00486109,"HW_stream","MI","stream"
"12189013","WHITE_SUCKER",15,4,4.484,0.06380784,"MID_stream","MI","stream"
"12189013","NORTHERN_PIKE",1,4,4.484,0.06380784,"MID_stream","MI","stream"
"12189013","GOLDEN_SHINER",13,4,4.484,0.06380784,"MID_stream","MI","stream"
"12189013","YELLOW_PERCH",2,4,4.484,0.06380784,"MID_stream","MI","stream"
"12189197","ROCK_BASS",9,10,10.165,0.17925042,"MID_stream","MI","stream"
"12189197","WHITE_SUCKER",2,10,10.165,0.17925042,"MID_stream","MI","stream"
"12189197","NORTHERN_PIKE",2,10,10.165,0.17925042,"MID_stream","MI","stream"
"12189197","MUSKELLUNGE",2,10,10.165,0.17925042,"MID_stream","MI","stream"
"12189197","BRASSY_MINNOW",1,10,10.165,0.17925042,"MID_stream","MI","stream"
"12189197","PUMPKINSEED",20,10,10.165,0.17925042,"MID_stream","MI","stream"
"12189197","COMMON_SHINER",4,10,10.165,0.17925042,"MID_stream","MI","stream"
"12189197","GOLDEN_SHINER",24,10,10.165,0.17925042,"MID_stream","MI","stream"
"12189197","YELLOW_PERCH",17,10,10.165,0.17925042,"MID_stream","MI","stream"
"12189197","WALLEYE",61,10,10.165,0.17925042,"MID_stream","MI","stream"
"12026202","BROOK_TROUT",2,5,5,0.07085715,"MID_stream","MI","stream"
"12026202","BROWN_TROUT",2,5,5,0.07085715,"MID_stream","MI","stream"
"12026202","CENTRAL_MUDMINNOW",4,5,5,0.07085715,"MID_stream","MI","stream"
"12026202","LONGNOSE_DACE",3,5,5,0.07085715,"MID_stream","MI","stream"
"12026202","MOTTLED_SCULPIN",5,5,5,0.07085715,"MID_stream","MI","stream"
"11928802","ROCK_BASS",2,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","BROWN_BULLHEAD",16,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","WHITE_SUCKER",1,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","COMMON_CARP",2,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","NORTHERN_PIKE",3,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","SILVER_LAMPREY",1,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","PUMPKINSEED",6,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","COMMON_SHINER",2,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","SMALLMOUTH_BASS",2,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","SILVER_REDHORSE",44,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","SHORTHEAD_REDHORSE",16,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","GOLDEN_SHINER",5,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","YELLOW_PERCH",18,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","BLACK_CRAPPIE",1,15,16.983,0.0411201,"RIVER","MI","stream"
"11928802","WALLEYE",1,15,16.983,0.0411201,"RIVER","MI","stream"
"13194508","FRESHWATER_DRUM",4,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","QUILLBACK",1,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","COMMON_CARP",10,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","GIZZARD_SHAD",13,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","CHANNEL_CATFISH",1,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","BLACK_BUFFALO",8,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","BLUEGILL",1,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","LARGEMOUTH_BASS",9,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","SPOTTED_SUCKER",7,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","WHITE_BASS",8,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","SILVER_REDHORSE",13,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","GOLDEN_REDHORSE",3,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","SHORTHEAD_REDHORSE",2,14,18.446,0.09479192,"MID_stream","MI","stream"
"13194508","WALLEYE",4,14,18.446,0.09479192,"MID_stream","MI","stream"
"5203746","AMERICAN_EEL",3,6,6,0.00480194,"HW_stream","ME","stream"
"5203746","WHITE_SUCKER",21,6,6,0.00480194,"HW_stream","ME","stream"
"5203746","GOLDEN_SHINER",7,6,6,0.00480194,"HW_stream","ME","stream"
"5203746","NORTHERN_REDBELLY_DACE",4,6,6,0.00480194,"HW_stream","ME","stream"
"5203746","NINESPINE_STICKLEBACK",9,6,6,0.00480194,"HW_stream","ME","stream"
"5203746","CREEK_CHUB",60,6,6,0.00480194,"HW_stream","ME","stream"
"5203324","AMERICAN_EEL",22,3,3,0.00348786,"HW_stream_lake","ME","stream"
"5203324","WHITE_SUCKER",19,3,3,0.00348786,"HW_stream_lake","ME","stream"
"5203324","CHAIN_PICKEREL",1,3,3,0.00348786,"HW_stream_lake","ME","stream"
"5202956","ALEWIFE",49,4,4,0.01862343,"MID_stream","ME","stream"
"5202956","AMERICAN_EEL",6,4,4,0.01862343,"MID_stream","ME","stream"
"5202956","SMALLMOUTH_BASS",8,4,4,0.01862343,"MID_stream","ME","stream"
"5202956","GOLDEN_SHINER",1,4,4,0.01862343,"MID_stream","ME","stream"
"5203332","CHAIN_PICKEREL",3,2,2,0.0008214,"HW_stream_lake","ME","stream"
"5203332","BROOK_TROUT",23,2,2,0.0008214,"HW_stream_lake","ME","stream"
"6718953","ATLANTIC_SALMON",43,2,2,NA,"HW_stream","ME","stream"
"6718953","BROOK_TROUT",2,2,2,NA,"HW_stream","ME","stream"
"6719007","ATLANTIC_SALMON",64,2,2,0.06688535,"MID_stream","ME","stream"
"6719007","BROOK_TROUT",5,2,2,0.06688535,"MID_stream","ME","stream"
"6719079","ATLANTIC_SALMON",43,2,2,NA,"HW_stream_lake","ME","stream"
"6719079","BROOK_TROUT",4,2,2,NA,"HW_stream_lake","ME","stream"
"9316901","AMERICAN_EEL",11,9,9.496,0.2227368,"RIVER","ME","stream"
"9316901","CHAIN_PICKEREL",19,9,9.496,0.2227368,"RIVER","ME","stream"
"9316901","FALLFISH",2,9,9.496,0.2227368,"RIVER","ME","stream"
"9316901","GOLDEN_SHINER",4,9,9.496,0.2227368,"RIVER","ME","stream"
"9316901","LARGEMOUTH_BASS",5,9,9.496,0.2227368,"RIVER","ME","stream"
"9316901","PUMPKINSEED",39,9,9.496,0.2227368,"RIVER","ME","stream"
"9316901","SMALLMOUTH_BASS",1,9,9.496,0.2227368,"RIVER","ME","stream"
"9316901","WHITE_SUCKER",4,9,9.496,0.2227368,"RIVER","ME","stream"
"9316901","YELLOW_PERCH",35,9,9.496,0.2227368,"RIVER","ME","stream"
"5845376","AMERICAN_EEL",11,6,6,0.08408556,"MID_stream","ME","stream"
"5845376","COMMON_SHINER",4,6,6,0.08408556,"MID_stream","ME","stream"
"5845376","FALLFISH",7,6,6,0.08408556,"MID_stream","ME","stream"
"5845376","ALLEGHENY_PEARL_DACE",2,6,6,0.08408556,"MID_stream","ME","stream"
"5845376","SEA_LAMPREY",4,6,6,0.08408556,"MID_stream","ME","stream"
"5845376","WHITE_SUCKER",16,6,6,0.08408556,"MID_stream","ME","stream"
"6713167","LONGNOSE_SUCKER",13,8,8.499,NA,"HW_stream","NH","stream"
"6713167","SLIMY_SCULPIN",48,8,8.499,NA,"HW_stream","NH","stream"
"6713167","LAKE_CHUB",174,8,8.499,NA,"HW_stream","NH","stream"
"6713167","RAINBOW_TROUT",34,8,8.499,NA,"HW_stream","NH","stream"
"6713167","BLACKNOSE_DACE",82,8,8.499,NA,"HW_stream","NH","stream"
"6713167","LONGNOSE_DACE",83,8,8.499,NA,"HW_stream","NH","stream"
"6713167","BROWN_TROUT",1,8,8.499,NA,"HW_stream","NH","stream"
"6713167","BROOK_TROUT",2,8,8.499,NA,"HW_stream","NH","stream"
"6076009","BROWN_BULLHEAD",1,5,6.983,0.02788116,"MID_stream","NH","stream"
"6076009","WHITE_SUCKER",35,5,6.983,0.02788116,"MID_stream","NH","stream"
"6076009","GOLDEN_SHINER",1,5,6.983,0.02788116,"MID_stream","NH","stream"
"6076009","BLACKNOSE_DACE",80,5,6.983,0.02788116,"MID_stream","NH","stream"
"6076009","BROOK_TROUT",2,5,6.983,0.02788116,"MID_stream","NH","stream"
"6075243","YELLOW_BULLHEAD",4,6,6,0.020538,"MID_stream","NH","stream"
"6075243","REDBREAST_SUNFISH",11,6,6,0.020538,"MID_stream","NH","stream"
"6075243","PUMPKINSEED",1,6,6,0.020538,"MID_stream","NH","stream"
"6075243","BLUEGILL",6,6,6,0.020538,"MID_stream","NH","stream"
"6075243","YELLOW_PERCH",7,6,6,0.020538,"MID_stream","NH","stream"
"6075243","FALLFISH",4,6,6,0.020538,"MID_stream","NH","stream"
"6712133","BLACKNOSE_DACE",14,2,2,NA,"HW_stream","ME","stream"
"6712133","CREEK_CHUB",2,2,2,NA,"HW_stream","ME","stream"
"6712643","ALEWIFE",38,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","AMERICAN_EEL",1,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","BANDED_KILLIFISH",2,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","BLACK_CRAPPIE",2,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","CHAIN_PICKEREL",2,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","COMMON_SHINER",35,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","FALLFISH",213,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","LARGEMOUTH_BASS",14,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","NORTHERN_PIKE",1,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","PUMPKINSEED",18,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","REDBREAST_SUNFISH",32,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","SMALLMOUTH_BASS",31,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","SPOTTAIL_SHINER",28,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","WHITE_PERCH",1,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","WHITE_SUCKER",13,16,17.497,0.15953668,"MID_stream","ME","stream"
"6712643","YELLOW_PERCH",52,16,17.497,0.15953668,"MID_stream","ME","stream"
"5844986","AMERICAN_EEL",25,6,6.995,0.02302128,"MID_stream","NH","stream"
"5844986","WHITE_SUCKER",30,6,6.995,0.02302128,"MID_stream","NH","stream"
"5844986","BLUEGILL",1,6,6.995,0.02302128,"MID_stream","NH","stream"
"5844986","BLACKNOSE_DACE",1,6,6.995,0.02302128,"MID_stream","NH","stream"
"5844986","LONGNOSE_DACE",86,6,6.995,0.02302128,"MID_stream","NH","stream"
"5844986","FALLFISH",54,6,6.995,0.02302128,"MID_stream","NH","stream"
"6729545","ATLANTIC_SALMON",2,2,2,NA,"HW_stream","NH","stream"
"6729545","BROOK_TROUT",35,2,2,NA,"HW_stream","NH","stream"
"6740124","BROWN_BULLHEAD",6,7,7,0.04393232,"MID_stream","NH","stream"
"6740124","WHITE_SUCKER",7,7,7,0.04393232,"MID_stream","NH","stream"
"6740124","CHAIN_PICKEREL",2,7,7,0.04393232,"MID_stream","NH","stream"
"6740124","COMMON_SHINER",34,7,7,0.04393232,"MID_stream","NH","stream"
"6740124","BLACKNOSE_DACE",25,7,7,0.04393232,"MID_stream","NH","stream"
"6740124","LONGNOSE_DACE",10,7,7,0.04393232,"MID_stream","NH","stream"
"6740124","BROWN_TROUT",2,7,7,0.04393232,"MID_stream","NH","stream"
"6740244","YELLOW_BULLHEAD",1,7,7.987,0.00323752,"HW_stream","NH","stream"
"6740244","WHITE_SUCKER",1,7,7.987,0.00323752,"HW_stream","NH","stream"
"6740244","TESSELLATED_DARTER",5,7,7.987,0.00323752,"HW_stream","NH","stream"
"6740244","COMMON_SHINER",34,7,7.987,0.00323752,"HW_stream","NH","stream"
"6740244","BLACKNOSE_DACE",14,7,7.987,0.00323752,"HW_stream","NH","stream"
"6740244","LONGNOSE_DACE",5,7,7.987,0.00323752,"HW_stream","NH","stream"
"6740244","BROOK_TROUT",17,7,7.987,0.00323752,"HW_stream","NH","stream"
"6740352","WHITE_SUCKER",6,8,8,0.01519488,"MID_stream","NH","stream"
"6740352","CHAIN_PICKEREL",1,8,8,0.01519488,"MID_stream","NH","stream"
"6740352","COMMON_SHINER",27,8,8,0.01519488,"MID_stream","NH","stream"
"6740352","MARGINED_MADTOM",39,8,8,0.01519488,"MID_stream","NH","stream"
"6740352","BLACKNOSE_DACE",4,8,8,0.01519488,"MID_stream","NH","stream"
"6740352","LONGNOSE_DACE",6,8,8,0.01519488,"MID_stream","NH","stream"
"6740352","ATLANTIC_SALMON",9,8,8,0.01519488,"MID_stream","NH","stream"
"6740352","FALLFISH",104,8,8,0.01519488,"MID_stream","NH","stream"
"6744130","YELLOW_BULLHEAD",1,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744130","AMERICAN_EEL",1,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744130","WHITE_SUCKER",70,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744130","CHAIN_PICKEREL",4,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744130","REDBREAST_SUNFISH",4,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744130","PUMPKINSEED",2,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744130","COMMON_SHINER",116,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744130","MARGINED_MADTOM",27,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744130","SEA_LAMPREY",1,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744130","BLACKNOSE_DACE",24,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744130","LONGNOSE_DACE",1,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744130","FALLFISH",85,12,19.976,0.04430478,"MID_stream","NH","stream"
"6744606","WHITE_SUCKER",11,8,8,0.0223686,"MID_stream","NH","stream"
"6744606","CHAIN_PICKEREL",3,8,8,0.0223686,"MID_stream","NH","stream"
"6744606","PUMPKINSEED",3,8,8,0.0223686,"MID_stream","NH","stream"
"6744606","BLUEGILL",31,8,8,0.0223686,"MID_stream","NH","stream"
"6744606","LARGEMOUTH_BASS",7,8,8,0.0223686,"MID_stream","NH","stream"
"6744606","GOLDEN_SHINER",5,8,8,0.0223686,"MID_stream","NH","stream"
"6744606","SPOTTAIL_SHINER",25,8,8,0.0223686,"MID_stream","NH","stream"
"6744606","FALLFISH",95,8,8,0.0223686,"MID_stream","NH","stream"
"6744642","YELLOW_BULLHEAD",1,9,11.975,0.03252678,"MID_stream","NH","stream"
"6744642","AMERICAN_EEL",1,9,11.975,0.03252678,"MID_stream","NH","stream"
"6744642","WHITE_SUCKER",3,9,11.975,0.03252678,"MID_stream","NH","stream"
"6744642","REDBREAST_SUNFISH",25,9,11.975,0.03252678,"MID_stream","NH","stream"
"6744642","PUMPKINSEED",6,9,11.975,0.03252678,"MID_stream","NH","stream"
"6744642","COMMON_SHINER",38,9,11.975,0.03252678,"MID_stream","NH","stream"
"6744642","LARGEMOUTH_BASS",1,9,11.975,0.03252678,"MID_stream","NH","stream"
"6744642","BLACKNOSE_DACE",4,9,11.975,0.03252678,"MID_stream","NH","stream"
"6744642","FALLFISH",39,9,11.975,0.03252678,"MID_stream","NH","stream"
"4593073","SLIMY_SCULPIN",3,3,3,NA,"HW_stream","NH","stream"
"4593073","BROWN_TROUT",2,3,3,NA,"HW_stream","NH","stream"
"4593073","BROOK_TROUT",67,3,3,NA,"HW_stream","NH","stream"
"4594599","LONGNOSE_SUCKER",30,9,9.994,0.20795374,"MID_stream","NH","stream"
"4594599","SLIMY_SCULPIN",7,9,9.994,0.20795374,"MID_stream","NH","stream"
"4594599","RAINBOW_TROUT",8,9,9.994,0.20795374,"MID_stream","NH","stream"
"4594599","NORTHERN_REDBELLY_DACE",1,9,9.994,0.20795374,"MID_stream","NH","stream"
"4594599","BLACKNOSE_DACE",69,9,9.994,0.20795374,"MID_stream","NH","stream"
"4594599","LONGNOSE_DACE",14,9,9.994,0.20795374,"MID_stream","NH","stream"
"4594599","ATLANTIC_SALMON",29,9,9.994,0.20795374,"MID_stream","NH","stream"
"4594599","BROOK_TROUT",4,9,9.994,0.20795374,"MID_stream","NH","stream"
"4594599","CREEK_CHUB",1,9,9.994,0.20795374,"MID_stream","NH","stream"
"5848380","AMERICAN_EEL",6,8,8,0.0419056,"MID_stream","NH","stream"
"5848380","WHITE_SUCKER",13,8,8,0.0419056,"MID_stream","NH","stream"
"5848380","REDBREAST_SUNFISH",17,8,8,0.0419056,"MID_stream","NH","stream"
"5848380","PUMPKINSEED",4,8,8,0.0419056,"MID_stream","NH","stream"
"5848380","COMMON_SHINER",30,8,8,0.0419056,"MID_stream","NH","stream"
"5848380","MARGINED_MADTOM",39,8,8,0.0419056,"MID_stream","NH","stream"
"5848380","LONGNOSE_DACE",5,8,8,0.0419056,"MID_stream","NH","stream"
"5848380","FALLFISH",20,8,8,0.0419056,"MID_stream","NH","stream"
"9330568","ATLANTIC_SALMON",9,2,2,NA,"HW_stream","NH","stream"
"9330568","BROOK_TROUT",16,2,2,NA,"HW_stream","NH","stream"
"6778017","LONGNOSE_DACE",1,2,2,NA,"HW_stream","NH","stream"
"6778017","BROOK_TROUT",66,2,2,NA,"HW_stream","NH","stream"
"4287139","COMMON_SHINER",185,9,9,0.63636525,"RIVER","ME","stream"
"4287139","CREEK_CHUB",6,9,9,0.63636525,"RIVER","ME","stream"
"4287139","BLACKNOSE_DACE",60,9,9,0.63636525,"RIVER","ME","stream"
"4287139","FALLFISH",169,9,9,0.63636525,"RIVER","ME","stream"
"4287139","MUSKELLUNGE",3,9,9,0.63636525,"RIVER","ME","stream"
"4287139","NINESPINE_STICKLEBACK",3,9,9,0.63636525,"RIVER","ME","stream"
"4287139","SMALLMOUTH_BASS",9,9,9,0.63636525,"RIVER","ME","stream"
"4287139","WHITE_SUCKER",74,9,9,0.63636525,"RIVER","ME","stream"
"4287139","YELLOW_PERCH",8,9,9,0.63636525,"RIVER","ME","stream"
"816563","BROOK_TROUT",197,7,7,0.05029178,"MID_stream","ME","stream"
"816563","CREEK_CHUB",5,7,7,0.05029178,"MID_stream","ME","stream"
"816563","BLACKNOSE_DACE",4,7,7,0.05029178,"MID_stream","ME","stream"
"816563","NORTHERN_REDBELLY_DACE",1,7,7,0.05029178,"MID_stream","ME","stream"
"816563","SLIMY_SCULPIN",59,7,7,0.05029178,"MID_stream","ME","stream"
"816563","THREESPINE_STICKLEBACK",20,7,7,0.05029178,"MID_stream","ME","stream"
"816563","WHITE_SUCKER",15,7,7,0.05029178,"MID_stream","ME","stream"
"818633","LAKE_CHUB",1,7,7.981,0.00932121,"HW_stream","ME","stream"
"818633","COMMON_SHINER",9,7,7.981,0.00932121,"HW_stream","ME","stream"
"818633","NORTHERN_REDBELLY_DACE",8,7,7.981,0.00932121,"HW_stream","ME","stream"
"818633","FINESCALE_DACE",3,7,7.981,0.00932121,"HW_stream","ME","stream"
"818633","NINESPINE_STICKLEBACK",1,7,7.981,0.00932121,"HW_stream","ME","stream"
"818633","BLACKNOSE_DACE",19,7,7.981,0.00932121,"HW_stream","ME","stream"
"818633","CREEK_CHUB",11,7,7.981,0.00932121,"HW_stream","ME","stream"
"1699094","LONGNOSE_SUCKER",4,7,7,0.01178456,"HW_stream_lake","ME","stream"
"1699094","SLIMY_SCULPIN",10,7,7,0.01178456,"HW_stream_lake","ME","stream"
"1699094","LAKE_CHUB",13,7,7,0.01178456,"HW_stream_lake","ME","stream"
"1699094","COMMON_SHINER",1,7,7,0.01178456,"HW_stream_lake","ME","stream"
"1699094","BLACKNOSE_DACE",63,7,7,0.01178456,"HW_stream_lake","ME","stream"
"1699094","CREEK_CHUB",3,7,7,0.01178456,"HW_stream_lake","ME","stream"
"1699094","FALLFISH",4,7,7,0.01178456,"HW_stream_lake","ME","stream"
"1703328","FINESCALE_DACE",1,4,4,0.00154086,"HW_stream_lake","ME","stream"
"1703328","BLACKNOSE_DACE",88,4,4,0.00154086,"HW_stream_lake","ME","stream"
"1703328","BROOK_TROUT",5,4,4,0.00154086,"HW_stream_lake","ME","stream"
"1703328","CREEK_CHUB",38,4,4,0.00154086,"HW_stream_lake","ME","stream"
"1032013","ATLANTIC_SALMON",4,2,2,0.021094,"HW_stream","ME","stream"
"1032013","BROOK_TROUT",3,2,2,0.021094,"HW_stream","ME","stream"
"19333447","BLACKNOSE_DACE",8,4,4,0.00886534,"MID_stream","ME","stream"
"19333447","BROOK_TROUT",11,4,4,0.00886534,"MID_stream","ME","stream"
"19333447","LONGNOSE_SUCKER",5,4,4,0.00886534,"MID_stream","ME","stream"
"19333447","ALLEGHENY_PEARL_DACE",2,4,4,0.00886534,"MID_stream","ME","stream"
"5194912","BROOK_TROUT",159,5,5,NA,"HW_stream_lake","ME","stream"
"5194912","BLACKNOSE_DACE",67,5,5,NA,"HW_stream_lake","ME","stream"
"5194912","FALLFISH",10,5,5,NA,"HW_stream_lake","ME","stream"
"5194912","NINESPINE_STICKLEBACK",10,5,5,NA,"HW_stream_lake","ME","stream"
"5194912","ALLEGHENY_PEARL_DACE",3,5,5,NA,"HW_stream_lake","ME","stream"
"5194874","WHITE_SUCKER",2,7,7,0.0113817,"HW_stream_lake","ME","stream"
"5194874","COMMON_SHINER",13,7,7,0.0113817,"HW_stream_lake","ME","stream"
"5194874","NORTHERN_REDBELLY_DACE",3,7,7,0.0113817,"HW_stream_lake","ME","stream"
"5194874","NINESPINE_STICKLEBACK",3,7,7,0.0113817,"HW_stream_lake","ME","stream"
"5194874","BLACKNOSE_DACE",27,7,7,0.0113817,"HW_stream_lake","ME","stream"
"5194874","BROOK_TROUT",2,7,7,0.0113817,"HW_stream_lake","ME","stream"
"5194874","CREEK_CHUB",11,7,7,0.0113817,"HW_stream_lake","ME","stream"
"5196336","WHITE_SUCKER",4,5,5,0.00870744,"HW_stream","ME","stream"
"5196336","COMMON_SHINER",7,5,5,0.00870744,"HW_stream","ME","stream"
"5196336","NORTHERN_REDBELLY_DACE",4,5,5,0.00870744,"HW_stream","ME","stream"
"5196336","BLACKNOSE_DACE",1,5,5,0.00870744,"HW_stream","ME","stream"
"5196336","CREEK_CHUB",12,5,5,0.00870744,"HW_stream","ME","stream"
"802955","BANDED_KILLIFISH",7,8,8.247,0.00053576,"HW_stream","ME","stream"
"802955","THREESPINE_STICKLEBACK",2,8,8.247,0.00053576,"HW_stream","ME","stream"
"802955","COMMON_SHINER",24,8,8.247,0.00053576,"HW_stream","ME","stream"
"802955","ALLEGHENY_PEARL_DACE",1,8,8.247,0.00053576,"HW_stream","ME","stream"
"802955","NORTHERN_REDBELLY_DACE",2,8,8.247,0.00053576,"HW_stream","ME","stream"
"802955","FATHEAD_MINNOW",8,8,8.247,0.00053576,"HW_stream","ME","stream"
"802955","BROOK_TROUT",6,8,8.247,0.00053576,"HW_stream","ME","stream"
"802955","CREEK_CHUB",31,8,8.247,0.00053576,"HW_stream","ME","stream"
"802945","COMMON_SHINER",5,4,4,0.00388838,"HW_stream","ME","stream"
"802945","BLACKNOSE_DACE",9,4,4,0.00388838,"HW_stream","ME","stream"
"802945","BROOK_TROUT",1,4,4,0.00388838,"HW_stream","ME","stream"
"802945","CREEK_CHUB",7,4,4,0.00388838,"HW_stream","ME","stream"
"817041","WHITE_SUCKER",23,4,4,0.0269335,"MID_stream","ME","stream"
"817041","BLACKNOSE_DACE",14,4,4,0.0269335,"MID_stream","ME","stream"
"817041","BROOK_TROUT",1,4,4,0.0269335,"MID_stream","ME","stream"
"817041","CREEK_CHUB",16,4,4,0.0269335,"MID_stream","ME","stream"
"2679974","BLACKNOSE_DACE",18,7,7,0.00231725,"HW_stream_lake","ME","stream"
"2679974","COMMON_SHINER",4,7,7,0.00231725,"HW_stream_lake","ME","stream"
"2679974","CREEK_CHUB",2,7,7,0.00231725,"HW_stream_lake","ME","stream"
"2679974","FINESCALE_DACE",80,7,7,0.00231725,"HW_stream_lake","ME","stream"
"2679974","NINESPINE_STICKLEBACK",3,7,7,0.00231725,"HW_stream_lake","ME","stream"
"2679974","NORTHERN_REDBELLY_DACE",17,7,7,0.00231725,"HW_stream_lake","ME","stream"
"2679974","WHITE_SUCKER",27,7,7,0.00231725,"HW_stream_lake","ME","stream"
"2676880","BLACKNOSE_DACE",95,8,9.986,0.005272,"HW_stream","ME","stream"
"2676880","BROWN_BULLHEAD",1,8,9.986,0.005272,"HW_stream","ME","stream"
"2676880","COMMON_SHINER",20,8,9.986,0.005272,"HW_stream","ME","stream"
"2676880","CREEK_CHUB",14,8,9.986,0.005272,"HW_stream","ME","stream"
"2676880","NINESPINE_STICKLEBACK",1,8,9.986,0.005272,"HW_stream","ME","stream"
"2676880","NORTHERN_REDBELLY_DACE",2,8,9.986,0.005272,"HW_stream","ME","stream"
"2676880","PUMPKINSEED",4,8,9.986,0.005272,"HW_stream","ME","stream"
"2676880","WHITE_SUCKER",3,8,9.986,0.005272,"HW_stream","ME","stream"
"2679720","BLACKNOSE_DACE",3,8,8,0.0006612,"HW_stream_lake","ME","stream"
"2679720","BROOK_TROUT",3,8,8,0.0006612,"HW_stream_lake","ME","stream"
"2679720","COMMON_SHINER",4,8,8,0.0006612,"HW_stream_lake","ME","stream"
